location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Vatican City,Pfizer BioNTech,2021-02-05,https://www.famigliacristiana.it/articolo/cosi-la-citta-del-vaticano-sta-gestendo-le-vaccinazioni.aspx,5000,5000
Vatican City,Pfizer BioNTech,2021-02-12,https://notizie.tiscali.it/politica/articoli/se-vaticano-a-primo-stato-mondo-completare-vaccinazioni/,7000,7000
